ISSN,Field,Journal Title,Publisher Name,Scopus,Web of Science™,AJG 2021,AJG 2018,AJG 2015,ABS 2010,Journal Citation Reports™ rank,SNIPrank,SJRrank,CiteScore rank,Journal name,JCR Abbreviation,ISSN.y,Category,Total Citations,2021 JIF,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles,eISSN,ISSN.x
1520-5851,SOC SCI,Environmental Science & Technology,American Chemical Society,scopus,WoS,3,3,3,NA,4,17,7,3,ENVIRONMENTAL SCIENCE & TECHNOLOGY,ENVIRON SCI TECHNOL,0013-936X,"ENGINEERING, ENVIRONMENTAL - SCIE",259946,11.357,1.44,11.15%,8/54,12.154,Q1,10.326,1.982,8/71,Q1,89.44,0.138,29.765,1.926,86.11,Q1,Q1,1699,97.12%,8,6.8,1650,NA,NA
1873-6416,SOC SCI,Environmental Science and Policy,Elsevier,scopus,WoS,3,3,3,NA,9,28,20,8,ENVIRONMENTAL SCIENCE & POLICY,ENVIRON SCI POLICY,1462-9011,ENVIRONMENTAL SCIENCES - SCIE,14710,6.424,1.1,26.68%,63/279,7.027,Q1,5.976,1.269,62/325,Q1,81.08,0.015,3.239,1.405,77.6,Q1,Q1,294,93.88%,5.5,6.1,276,NA,NA
1468-2672,SOC SCI,European Sociological Review,Oxford University Press,scopus,WoS,3,3,3,NA,18,13,10,18,EUROPEAN SOCIOLOGICAL REVIEW,EUR SOCIOL REV,0266-7215,SOCIOLOGY - SSCI,5076,4.099,1.61,42.93%,24/150,4.685,Q1,3.712,0.945,29/211,Q1,86.49,0.006,1.21,2.149,84.33,Q1,Q1,73,100%,9.4,10.5,73,NA,NA
1471-0374,SOC SCI,Global Networks,Wiley-Blackwell,scopus,WoS,3,3,3,NA,31,31,43,32,GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,GLOBAL NETW,1470-2266,ANTHROPOLOGY - SSCI,1977,1.968,1.15,31.88%,29/93,3,Q1,1.699,0.822,24/135,Q1,82.59,0.002,0.393,1.093,69.35,Q2,Q2,45,100%,10.3,8.9,45,NA,NA
1464-3650,SOC SCI,Industrial and Corporate Change,Oxford University Press,scopus,WoS,3,3,3,3,32,45,25,37,INDUSTRIAL AND CORPORATE CHANGE,IND CORP CHANGE,0960-6491,BUSINESS - SSCI,5112,2.878,0.85,11.11%,119/154,3.644,Q3,2.608,1.377,108/296,Q2,63.68,0.003,0.671,1.086,23.05,Q4,Q2,77,98.7%,12.1,11.3,76,NA,NA
1743-9140,SOC SCI,Journal of Development Studies,Taylor & Francis,scopus,WoS,3,3,3,3,51,51,50,50,JOURNAL OF DEVELOPMENT STUDIES,J DEV STUD,0022-0388,DEVELOPMENT STUDIES - SSCI,5895,2.519,0.82,21.6%,21/42,2.726,Q3,2.453,0.213,19/60,Q2,69.17,0.006,1.373,0.999,51.19,Q2,Q2,94,94.68%,9.3,9.5,89,NA,NA
1095-8630,SOC SCI,Journal of Environmental Management,Elsevier,scopus,WoS,3,3,3,NA,8,23,36,7,Journal of Environmental Management,J ENVIRON MANAGE,0301-4797,ENVIRONMENTAL SCIENCES - SCIE,85958,8.91,1.38,6.98%,34/279,8.549,Q1,8.229,2.21,35/325,Q1,89.38,0.064,13.652,1.114,87.99,Q1,Q2,2693,93.65%,3.9,6.2,2522,NA,NA
1461-7269,SOC SCI,Journal of European Social Policy,SAGE,scopus,WoS,3,3,3,3,28,12,24,24,JOURNAL OF EUROPEAN SOCIAL POLICY,J EUR SOC POLICY,0958-9287,PUBLIC ADMINISTRATION - SSCI,2333,2.536,1.19,28.57%,29/49,3.079,Q2,2.33,0.972,23/85,Q2,73.53,0.002,0.505,1.297,41.84,Q3,Q2,36,97.22%,9.9,8.5,35,NA,NA
1469-7823,SOC SCI,Journal of Social Policy,Cambridge University Press,scopus,WoS,3,3,3,3,42,36,45,42,JOURNAL OF SOCIAL POLICY,J SOC POLICY,0047-2794,PUBLIC ADMINISTRATION - SSCI,2225,2.654,1.52,18.18%,24/49,3.484,Q2,2.372,0.63,16/85,Q1,81.76,0.002,0.448,1.169,52.04,Q2,Q2,54,100%,9.3,8.6,54,NA,NA
1467-6435,SOC SCI,Kyklos,Wiley-Blackwell,scopus,WoS,3,3,3,3,56,55,49,54,KYKLOS,KYKLOS,0023-5962,ECONOMICS - SSCI,1803,1.796,0.75,20.55%,226/381,2.513,Q2,1.571,0.5,203/572,Q2,64.6,0.001,0.247,1.019,40.81,Q3,Q2,24,100%,14.9,10.6,24,NA,NA
1469-9923,SOC SCI,New Political Economy,Taylor & Francis,scopus,WoS,3,3,3,2,38,29,32,25,NEW POLITICAL ECONOMY,NEW POLIT ECON,1356-3467,ECONOMICS - SSCI,2355,3.625,1.77,19.66%,102/381,4.361,Q1,3.363,0.909,42/572,Q1,92.74,0.005,1.083,1.806,73.36,Q2,Q1,66,100%,5,8,66,NA,NA
1552-7514,SOC SCI,Politics and Society,SAGE,scopus,WoS,3,3,3,NA,26,26,30,35,POLITICS & SOCIETY,POLIT SOC,0032-3292,POLITICAL SCIENCE - SSCI,2153,2.26,1.16,14.29%,79/188,3.386,Q2,2.2,1.037,81/307,Q2,73.78,0.002,0.464,1.996,58.24,Q2,Q1,27,100%,12.9,9,27,NA,NA
1477-0288,SOC SCI,Progress in Human Geography,SAGE,scopus,WoS,3,3,3,NA,3,4,5,2,PROGRESS IN HUMAN GEOGRAPHY,PROG HUM GEOG,0309-1325,GEOGRAPHY - SSCI,9876,7.602,3.21,24.05%,5/86,9.048,Q1,7.071,1.379,1/167,Q1,99.7,0.012,2.661,3.706,94.77,Q1,Q1,66,98.48%,9.5,7.5,65,NA,NA
1537-5331,SOC SCI,Public Opinion Quarterly,Oxford University Press,scopus,WoS,3,3,3,NA,20,18,8,30,PUBLIC OPINION QUARTERLY,PUBLIC OPIN QUART,0033-362X,COMMUNICATION - SSCI,7924,4.122,2.24,12.31%,21/95,5.932,Q1,3.866,0.125,17/218,Q1,92.43,0.007,1.5,3.57,78.42,Q1,Q1,48,95.83%,16.4,7.2,46,NA,NA
1554-0634,SOC SCI,Quarterly Journal of Political Science,Now Publishers Inc.,scopus,WoS,3,3,3,NA,34,33,3,36,Quarterly Journal of Political Science,Q J POLIT SCI,1554-0626,POLITICAL SCIENCE - SSCI,954,2.688,1.12,0%,59/188,3.392,Q2,2.625,0.722,84/307,Q2,72.8,0.003,0.563,3.493,68.88,Q2,Q1,18,100%,8.1,10.4,18,NA,NA
1466-4526,SOC SCI,Review of International Political Economy,Taylor & Francis,scopus,WoS,3,3,3,3,22,24,18,15,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,REV INT POLIT ECON,0969-2290,ECONOMICS - SSCI,3493,4.146,1.65,25.87%,83/381,4.292,Q1,3.571,1.296,60/572,Q1,89.6,0.006,1.26,1.943,78.35,Q1,Q1,81,98.77%,7.4,8,80,NA,NA
1534-7605,SOC SCI,Social Forces,Oxford University Press,scopus,WoS,3,3,3,NA,24,35,12,29,SOCIAL FORCES,SOC FORCES,0037-7732,SOCIOLOGY - SSCI,10654,5.866,1.87,15.1%,8/150,5.16,Q1,5.677,0.847,19/211,Q1,91.23,0.008,1.815,2.797,95,Q1,Q1,118,100%,15.8,11.4,118,NA,NA
1475-147X,SOC SCI,Socio-Economic Review,Oxford University Press,scopus,WoS,3,3,3,2,15,11,14,20,Socio-Economic Review,SOCIO-ECON REV,1475-1461,ECONOMICS - SSCI,2591,4.058,1.7,15.3%,85/381,5.228,Q1,3.593,1.412,53/572,Q1,90.82,0.005,0.979,2.667,77.82,Q1,Q1,97,98.97%,7.1,10.7,96,NA,NA
1467-954X,SOC SCI,Sociological Review,SAGE,scopus,WoS,3,3,3,3,47,37,38,43,SOCIOLOGICAL REVIEW,SOCIOL REV,0038-0261,SOCIOLOGY - SSCI,4714,2.743,1.34,28.57%,51/150,3.63,Q1,2.519,0.377,46/211,Q1,78.44,0.006,1.263,1.625,66.33,Q2,Q1,69,98.55%,10.7,9.7,68,NA,NA
1460-3616,SOC SCI,"Theory, Culture and Society",SAGE,scopus,WoS,3,3,3,3,35,19,35,41,THEORY CULTURE & SOCIETY,THEOR CULT SOC,0263-2764,CULTURAL STUDIES - AHCI,5088,2.517,2.54,23.74%,NA,3.132,NA,2.42,0.487,3/56,Q1,95.54,0.006,1.237,1.949,NA,NA,Q1,76,97.37%,12.6,11.7,74,NA,NA
1743-9655,SOC SCI,West European Politics,Taylor & Francis,scopus,WoS,3,3,3,NA,27,16,6,16,WEST EUROPEAN POLITICS,WEST EUR POLIT,0140-2382,POLITICAL SCIENCE - SSCI,4443,4.055,1.88,30.5%,30/188,4.271,Q1,3.825,2.25,33/307,Q1,89.41,0.008,1.682,2.234,84.31,Q1,Q1,76,100%,7.7,8.3,76,NA,NA
1536-7150,SOC SCI,American Journal of Economics and Sociology,Wiley-Blackwell,scopus,WoS,2,2,2,2,65,69,71,70,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,AM J ECON SOCIOL,0002-9246,ECONOMICS - SSCI,1044,1.103,0.48,5.19%,310/381,1.402,Q3,0.897,0.088,319/572,Q3,44.32,0.001,0.203,0.588,18.77,Q4,Q3,57,98.25%,13.9,9.6,56,NA,NA
1461-703X,SOC SCI,Critical Social Policy,SAGE,scopus,WoS,2,2,2,2,41,27,40,31,CRITICAL SOCIAL POLICY,CRIT SOC POLICY,0261-0183,SOCIAL ISSUES - SSCI,1600,1.802,1.36,20.18%,31/44,3.017,Q2,1.63,0.576,11/63,Q1,83.33,0.002,0.378,1.03,30.68,Q3,Q2,33,100%,9.2,5.7,33,NA,NA
1461-7064,SOC SCI,Current Sociology,SAGE,scopus,WoS,2,2,2,NA,54,47,57,56,CURRENT SOCIOLOGY,CURR SOCIOL,0011-3921,SOCIOLOGY - SSCI,2742,2.489,1.01,22.09%,64/150,2.898,Q2,2.331,0.473,71/211,Q2,66.59,0.004,0.773,1.207,57.67,Q2,Q2,110,97.27%,8.1,9.7,107,NA,NA
1461-7153,SOC SCI,Evaluation,SAGE,scopus,WoS,2,2,2,2,58,43,53,47,Evaluation,EVALUATION-US,1356-3890,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",1564,2.763,1.27,28.75%,35/112,3.225,Q2,2.441,0.857,50/264,Q1,81.25,0.001,0.265,0.941,69.2,Q2,Q2,21,90.48%,8.7,9.5,19,NA,NA
1873-6378,SOC SCI,Futures,Elsevier,scopus,WoS,2,2,2,2,45,50,51,39,Futures,FUTURES,0016-3287,ECONOMICS - SSCI,5825,3.788,1.03,25.75%,96/381,3.954,Q1,3.212,1.036,132/572,Q1,77.01,0.004,0.761,0.822,74.93,Q2,Q2,166,98.19%,8.3,8.1,163,NA,NA
1872-9398,SOC SCI,Geoforum,Elsevier,scopus,WoS,2,2,,NA,19,40,26,17,GEOFORUM,GEOFORUM,0016-7185,GEOGRAPHY - SSCI,11808,3.926,1.41,16.86%,20/86,4.411,Q2,3.626,0.982,17/167,Q1,90.12,0.015,3.192,1.393,77.33,Q1,Q1,281,93.95%,6.8,7.9,264,NA,NA
1938-3525,SOC SCI,Human Organization,Society for Applied Anthropology,scopus,WoS,2,2,2,2,59,63,61,61,HUMAN ORGANIZATION,HUM ORGAN,0018-7259,ANTHROPOLOGY - SSCI,1621,1.322,0.6,0%,47/93,1.148,Q3,0.983,0.125,68/135,Q2,50,0,0.093,0.295,50,Q3,Q4,32,100%,18.1,9.2,32,NA,NA
1468-4462,SOC SCI,Information Communication and Society,Taylor & Francis,scopus,WoS,2,2,2,1,14,8,11,9,Information Communication & Society,INFORM COMMUN SOC,1369-118X,COMMUNICATION - SSCI,7441,5.054,2.37,20.46%,13/95,6.608,Q1,4.787,1.34,13/218,Q1,94.27,0.014,3.054,2.407,86.84,Q1,Q1,203,98.52%,4.9,6.3,200,NA,NA
1543-5083,SOC SCI,International Journal of Green Energy,Taylor & Francis,scopus,WoS,2,2,2,NA,50,61,58,51,International Journal of Green Energy,INT J GREEN ENERGY,1543-5075,ENERGY & FUELS - SCIE,3063,3.206,0.47,1.33%,82/119,2.642,Q4,2.907,0.686,91/145,Q3,37.59,0.002,0.452,0.341,31.51,Q3,Q4,204,89.71%,5.1,5.7,183,NA,NA
1461-7242,SOC SCI,International Sociology,SAGE,scopus,WoS,2,2,2,NA,48,22,52,46,INTERNATIONAL SOCIOLOGY,INT SOCIOL,0268-5809,SOCIOLOGY - SSCI,1861,2.535,1.16,8.15%,62/150,2.076,Q3,2.5,0.102,59/211,Q2,72.27,0.001,0.268,0.714,59,Q2,Q3,49,67.35%,14.9,11.2,33,NA,NA
1573-0700,SOC SCI,Journal of Consumer Policy,Springer Nature,scopus,,2,2,2,NA,NA,60,56,49,JOURNAL OF CONSUMER POLICY,J CONSUM POLICY,0168-7034,BUSINESS - ESCI,1369,NA,0.46,43.21%,NA,NA,NA,NA,NA,193/296,Q3,34.97,0.001,0.16,0.624,NA,NA,Q1,19,100%,10,8.1,19,NA,NA
1753-0369,SOC SCI,Journal of Cultural Economy,Taylor & Francis,scopus,WoS,2,2,2,NA,NA,53,54,58,Journal of Cultural Economy,J CULT ECON-UK,1753-0350,CULTURAL STUDIES - AHCI,1323,6.613,1.07,25.17%,NA,4.349,NA,6.217,0.463,22/56,Q1,61.61,0.005,1.022,2.363,NA,NA,Q1,41,87.8%,2.9,9.9,36,NA,NA
1530-9290,SOC SCI,Journal of Industrial Ecology,Wiley-Blackwell,scopus,WoS,2,2,2,2,7,38,31,10,JOURNAL OF INDUSTRIAL ECOLOGY,J IND ECOL,1088-1980,"ENGINEERING, ENVIRONMENTAL - SCIE",9220,7.202,0.99,33.42%,16/54,7.945,Q1,6.579,1.319,17/71,Q1,76.76,0.008,1.614,1.393,71.3,Q2,Q1,119,97.48%,5.9,5.4,116,NA,NA
1467-6478,SOC SCI,Journal of Law and Society,Wiley-Blackwell,scopus,WoS,2,2,2,2,60,59,65,63,JOURNAL OF LAW AND SOCIETY,J LAW SOC,0263-323X,LAW - SSCI,996,1.431,1.02,28.44%,72/155,1.288,Q3,1.333,0.243,119/417,Q2,71.58,0.001,0.206,0.594,53.87,Q2,Q3,37,97.3%,13.3,9.2,36,NA,NA
1466-4461,SOC SCI,Journal of Risk Research,Taylor & Francis,scopus,WoS,2,2,2,2,53,62,60,57,JOURNAL OF RISK RESEARCH,J RISK RES,1366-9877,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",4332,5.346,2.57,20.66%,8/112,4.266,Q1,5.015,1.371,7/264,Q1,97.54,0.005,1.111,1.066,93.3,Q1,Q2,97,98.97%,5.3,8.9,96,NA,NA
1460-2482,SOC SCI,Parliamentary Affairs,Oxford University Press,scopus,WoS,2,2,2,2,57,49,46,55,PARLIAMENTARY AFFAIRS,PARLIAMENT AFF,0031-2290,POLITICAL SCIENCE - SSCI,1242,1.324,0.8,12.76%,132/188,1.857,Q3,1.093,0.648,137/307,Q2,55.54,0.002,0.48,0.912,30.05,Q3,Q3,88,100%,7.5,8.4,88,NA,NA
1467-923X,SOC SCI,Political Quarterly,Wiley-Blackwell,scopus,WoS,2,2,2,2,61,65,59,66,POLITICAL QUARTERLY,POLIT QUART,0032-3179,POLITICAL SCIENCE - SSCI,1331,2.021,0.77,22.74%,91/188,1.86,Q3,1.907,0.265,144/307,Q2,53.26,0.003,0.739,0.935,51.86,Q2,Q3,83,97.59%,5.5,4.3,81,NA,NA
1467-9248,SOC SCI,Political Studies,SAGE,scopus,WoS,2,2,2,2,44,25,28,45,POLITICAL STUDIES,POLIT STUD-LONDON,0032-3217,POLITICAL SCIENCE - SSCI,4588,2.546,1.23,31.6%,66/188,2.884,Q2,2.426,0.512,75/307,Q1,75.73,0.006,1.231,1.622,65.16,Q2,Q2,86,98.84%,10.8,9.8,85,NA,NA
1471-5449,SOC SCI,Research Evaluation,Oxford University Press,scopus,WoS,2,2,2,1,39,46,42,33,RESEARCH EVALUATION,RES EVALUAT,0958-2029,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI,1770,2.8,0.99,31.9%,39/84,3.295,Q2,2.3,0.848,35/164,Q1,78.96,0.001,0.312,0.868,54.17,Q2,Q2,46,86.96%,7.7,7.6,40,NA,NA
1470-1162,SOC SCI,Review of Social Economy,Taylor & Francis,scopus,,2,2,2,2,NA,68,64,69,REVIEW OF SOCIAL ECONOMY,REV SOC ECON,0034-6764,ECONOMICS - ESCI,669,NA,0.3,21.43%,NA,NA,NA,NA,NA,414/572,Q3,27.71,0.001,0.116,0.476,NA,NA,Q1,49,100%,14.1,13.3,49,NA,NA
1471-5430,SOC SCI,Science and Public Policy,Oxford University Press,scopus,WoS,2,2,2,2,49,58,55,48,Science and Public Policy,SCI PUBL POLICY,0302-3427,ENVIRONMENTAL STUDIES - SSCI,2787,2.087,0.65,24.79%,103/128,2.711,Q3,1.879,0.438,96/171,Q3,44.15,0.002,0.434,0.598,19.92,Q4,Q4,89,100%,8.6,9,89,NA,NA
1943-2801,SOC SCI,Science and Society,Guilford Press,scopus,WoS,2,2,2,NA,63,64,69,71,SCIENCE & SOCIETY,SCI SOC,0036-8237,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",490,1.233,0.46,0%,81/112,0.879,Q4,0.86,0.44,135/264,Q3,49.05,0.001,0.224,0.886,28.13,Q3,Q2,25,88%,14.9,14.8,22,NA,NA
0973-0796,SOC SCI,"Science, Technology and Society",SAGE,scopus,WoS,2,2,2,NA,62,66,68,67,Science Technology and Society,SCI TECHNOL SOC,0971-7218,MANAGEMENT - SSCI,426,1.81,0.4,16.28%,200/228,1.489,Q4,1.741,0.714,268/393,Q3,31.93,0,0.104,0.384,12.5,Q4,Q4,28,100%,5.8,9,28,NA,NA
1879-2111,SOC SCI,Social Networks,Elsevier,scopus,WoS,2,2,,NA,13,15,17,13,SOCIAL NETWORKS,SOC NETWORKS,0378-8733,ANTHROPOLOGY - SSCI,7984,4.144,2.05,17.11%,4/93,4.406,Q1,3.378,1.103,5/135,Q1,96.67,0.004,0.952,1.593,96.24,Q1,Q1,97,100%,14.9,12,97,NA,NA
1746-5699,SOC SCI,Society and Business Review,Emerald,scopus,,2,2,2,2,NA,NA,NA,NA,Society and Business Review,SOC BUS REV,1746-5680,BUSINESS - ESCI,336,NA,0.26,2.2%,NA,NA,NA,NA,NA,230/296,Q4,22.47,0,0.055,0.226,NA,NA,Q3,40,95%,5.5,9.2,38,NA,NA
1461-7463,SOC SCI,Time and Society,SAGE,scopus,WoS,2,2,2,2,55,57,63,59,TIME & SOCIETY,TIME SOC,0961-463X,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",1149,1.891,1.12,12.58%,58/112,1.99,Q3,1.758,0.258,70/264,Q2,73.67,0.001,0.292,0.711,48.66,Q3,Q3,31,100%,8.9,9.9,31,NA,NA
1475-4762,SOC SCI,Area,Wiley-Blackwell,scopus,,1,,,NA,NA,NA,NA,NA,AREA,AREA,0004-0894,GEOGRAPHY - SSCI,3644,2.057,0.96,21.31%,54/86,2.833,Q2,1.864,0.714,42/167,Q2,75.15,0.004,0.84,0.971,37.79,Q3,Q2,77,100%,10,7.7,77,NA,NA
1612-1031,SOC SCI,Asia Europe Journal,Springer Nature,scopus,WoS,1,,,NA,64,71,66,68,Asia Europe Journal,ASIA EUR J,1610-2932,INTERNATIONAL RELATIONS - SSCI,399,1.689,0.84,19.44%,60/96,1.468,Q3,1.443,0.319,67/153,Q2,56.54,0,0.105,0.369,38.02,Q3,Q4,47,100%,5.2,5.9,47,NA,NA
1466-4356,SOC SCI,Ethnic and Racial Studies,Taylor & Francis,scopus,WoS,1,,,NA,52,44,47,52,ETHNIC AND RACIAL STUDIES,ETHNIC RACIAL STUD,0141-9870,ETHNIC STUDIES - SSCI,7412,2.456,1.24,17.89%,9/19,2.985,Q2,2.301,0.404,7/39,Q1,83.33,0.011,2.361,1.378,55.26,Q2,Q2,156,98.08%,8.7,8.4,153,NA,NA
1475-4959,SOC SCI,Geographical Journal,Wiley-Blackwell,scopus,,1,,,NA,NA,NA,NA,NA,GEOGRAPHICAL JOURNAL,GEOGR J,0016-7398,GEOGRAPHY - SSCI,3222,3.384,1.02,30.63%,33/86,3.618,Q2,3.274,0.711,38/167,Q1,77.54,0.002,0.362,0.996,62.21,Q2,Q2,38,100%,14.9,7.4,38,NA,NA
1758-6720,SOC SCI,International Journal of Sociology and Social Policy,Emerald,scopus,,1,1,1,1,NA,67,67,64,International Journal of Sociology and Social Policy,INT J SOCIOL SOC POL,0144-333X,SOCIOLOGY - ESCI,1456,NA,0.91,3.72%,NA,NA,NA,NA,NA,85/211,Q2,59.95,0.002,0.362,0.462,NA,NA,Q1,78,93.59%,5.7,8,73,NA,NA
1747-7379,SOC SCI,International Migration Review,Wiley-Blackwell,scopus,WoS,1,,,NA,36,20,21,40,INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,0197-9183,DEMOGRAPHY - SSCI,4874,3.96,1.69,24.52%,8/30,3.784,Q2,3.71,0.6,3/50,Q1,95,0.003,0.704,1.692,75,Q2,Q1,55,100%,15.9,8.6,55,NA,NA
1469-9451,SOC SCI,Journal of Ethnic and Migration Studies,Taylor & Francis,scopus,WoS,1,,,NA,40,34,29,38,JOURNAL OF ETHNIC AND MIGRATION STUDIES,J ETHN MIGR STUD,1369-183X,DEMOGRAPHY - SSCI,9008,3.53,1.87,20.45%,11/30,4.375,Q1,3.274,2.05,1/50,Q1,99,0.016,3.406,1.666,65,Q2,Q1,262,100%,5.3,9,262,NA,NA
1935-262X,SOC SCI,Journal of Leadership Studies,Wiley-Blackwell,scopus,,1,,,NA,NA,NA,NA,NA,Journal of Leadership Studies,J LEADERSH STUD,1935-2611,MANAGEMENT - ESCI,536,NA,0.3,6.48%,NA,NA,NA,NA,NA,302/393,Q4,23.28,0.001,0.125,0.327,NA,NA,Q2,34,97.06%,7.2,9.7,33,NA,NA
1552-7808,SOC SCI,Journal of Studies in International Education,SAGE,,,1,,,NA,NA,NA,NA,NA,Journal of Studies in International Education,J STUD INT EDUC,1028-3153,EDUCATION & EDUCATIONAL RESEARCH - SSCI,1982,2.726,1.39,11.51%,108/270,3.466,Q2,2.333,0.473,144/743,Q1,80.69,0.002,0.348,1.046,60.19,Q2,Q2,55,98.18%,9.5,7.5,54,NA,NA
1573-0891,SOC SCI,Policy Sciences,Springer Nature,scopus,WoS,1,1,,NA,17,42,44,22,POLICY SCIENCES,POLICY SCI,0032-2687,PUBLIC ADMINISTRATION - SSCI,3275,5.121,1.87,42.11%,6/49,5.792,Q1,4.712,0.69,8/85,Q1,91.18,0.003,0.612,1.95,88.78,Q1,Q1,29,100%,12.7,7,29,NA,NA
1477-4747,SOC SCI,Population Studies,Taylor & Francis,scopus,WoS,1,,,NA,43,48,33,44,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,POP STUD-J DEMOG,0032-4728,DEMOGRAPHY - SSCI,2450,2.828,0.99,47.52%,14/30,3.067,Q2,2.141,0.73,15/50,Q2,71,0.002,0.328,1.19,55,Q2,Q2,37,86.49%,17.3,10.6,32,NA,NA
2321-7472,SOC SCI,Studies in Indian Politics,SAGE,scopus,,1,,,NA,NA,NA,NA,NA,Studies in Indian Politics,STUD INDIAN POLITICS,2321-0230,POLITICAL SCIENCE - ESCI,97,NA,0.29,1.67%,NA,NA,NA,NA,NA,220/307,Q3,28.5,0,0.066,0.338,NA,NA,Q2,22,100%,NA,12.5,22,NA,NA
1475-5661,SOC SCI,Transactions of the Institute of British Geographers,Wiley-Blackwell,scopus,,1,,,NA,NA,NA,NA,NA,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,T I BRIT GEOGR,0020-2754,GEOGRAPHY - SSCI,5209,3.445,1.44,36.51%,32/86,4.738,Q1,3.142,0.779,16/167,Q1,90.72,0.005,1.16,1.908,63.37,Q2,Q1,86,100%,10.8,7.9,86,NA,NA
1097-0266,STRAT,Strategic Management Journal,Wiley-Blackwell,scopus,WoS,4*,4*,4*,4,1,1,1,1,STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,0143-2095,BUSINESS - SSCI,48810,7.815,1.88,14.98%,38/154,12.247,Q1,7.263,1.579,25/296,Q1,91.72,0.032,6.977,5.206,75.65,Q1,Q1,95,100%,15.4,12.9,95,NA,NA
2042-5805,STRAT,Global Strategy Journal,Wiley-Blackwell,scopus,WoS,4,3,3,NA,3,NA,NA,NA,Global Strategy Journal,GLOB STRATEG J,2042-5791,MANAGEMENT - SSCI,1999,7.393,1.75,17.71%,50/228,8.129,Q1,7.049,3.086,47/393,Q1,88.17,0.003,0.581,2.296,78.29,Q1,Q1,35,100%,5.1,13,35,NA,NA
1873-1872,STRAT,Long Range Planning,Elsevier,scopus,WoS,3,3,3,3,2,2,3,2,LONG RANGE PLANNING,LONG RANGE PLANN,0024-6301,BUSINESS - SSCI,8410,7.825,2.3,11.64%,37/154,9.025,Q1,7.515,3.023,11/296,Q1,96.45,0.005,1.056,1.883,76.3,Q1,Q1,43,97.67%,9.5,13.6,42,NA,NA
1741-315X,STRAT,Strategic Organization,SAGE,scopus,WoS,3,3,3,2,4,4,2,3,Strategic Organization,STRATEG ORGAN,1476-1270,BUSINESS - SSCI,2361,3.506,1,20.69%,105/154,5.766,Q2,3.221,1.795,87/296,Q2,70.78,0.003,0.641,2.168,32.14,Q3,Q1,39,97.44%,8.5,13.3,38,NA,NA
1530-9134,STRAT,Journal of Economics and Management Strategy,Wiley-Blackwell,scopus,WoS,2,2,2,3,5,3,4,5,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,J ECON MANAGE STRAT,1058-6407,ECONOMICS - SSCI,2459,2.245,0.61,14.19%,179/381,2.2,Q3,2.149,0.37,258/572,Q2,54.98,0.002,0.535,1.219,53.15,Q2,Q2,54,96.3%,12.1,11.9,52,NA,NA
2245-408X,STRAT,Journal of Organization Design,Springer Nature,scopus,,2,,,NA,NA,NA,NA,NA,Journal of Organization Design,J ORGAN DES,NA,BUSINESS - ESCI,267,NA,0.55,65.52%,NA,NA,NA,NA,NA,166/296,Q3,44.09,0.001,0.18,1.578,NA,NA,Q1,8,100%,4,8.9,8,NA,NA
1099-1697,STRAT,Strategic Change,Wiley-Blackwell,scopus,,2,2,2,2,NA,NA,NA,NA,Strategic Change-Briefings in Entrepreneurial Finance,STRATEG CHANG,1086-1718,"BUSINESS, FINANCE - ESCI",1039,NA,0.66,3.09%,NA,NA,NA,NA,NA,106/221,Q2,52.26,0.001,0.159,0.307,NA,NA,Q2,55,96.36%,4.5,7.3,53,NA,NA
1465-3990,STRAT,Technology Analysis and Strategic Management,Taylor & Francis,scopus,WoS,2,2,2,2,6,6,6,4,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,TECHNOL ANAL STRATEG,0953-7325,MANAGEMENT - SSCI,4379,3.745,0.75,6.82%,140/228,3.571,Q3,3.161,0.418,174/393,Q2,55.85,0.003,0.55,0.507,38.82,Q3,Q4,261,97.32%,6.9,7.7,254,NA,NA
1465-9832,STRAT,Foresight,Emerald,scopus,,1,1,1,1,NA,9,9,7,Foresight,FORESIGHT,1463-6689,REGIONAL & URBAN PLANNING - ESCI,1011,NA,0.43,1.31%,NA,NA,NA,NA,NA,42/53,Q4,21.7,0.001,0.111,0.27,NA,NA,Q3,60,96.67%,8.9,6.5,58,NA,NA
